DESTINO;ORIGEN;CANTIDAD;FOBDOL;FOBPES;
PER;CTG;15554;40572;171980360;
PER;CTG;61759;256103;1077833330;
PER;CTG;2;87786;371109125;
PER;CTG;41987;123435;521342370;
PER;CTG;35200;55226;233612607;
PER;CTG;432000;199584;848032416;
PER;CTG;1002;64356;272059475;
PER;CTG;33696;111575;471079860;
PER;CTG;275;3917;16561857;
PER;CTG;65000;100991;426322397;
PER;CTG;17472;72317;305713557;
PER;CTG;86235;130303;536932856;
PER;CTG;37500;64812;275011025;
PER;CTG;1800000;1612914;6847195427;
PER;CTG;10500;20337;86040030;
PER;CTG;240000;287530;1219841752;
PER;CTG;216000;271261;1151673949;
PER;CTG;54000;93400;384865908;
PER;CTG;16482;68655;278798029;
PER;CTG;79978;217808;884484225;
PER;CTG;420;8274;33601865;
PER;CTG;7464;22013;89393609;
PER;CTG;39824;26433;109139868;
PER;CTG;3056;464;1958332;
PER;CTG;1;6988;28330390;
PER;CTG;222;189013;820620895;
PER;CTG;15000;83647;366933142;
POL;CTG;19950;80689;343097612;
POL;CTG;1344;5766;25295806;
POL;CTG;19246;76373;314706707;
POL;CTG;15400;291380;1278184991;
POL;CTG;2040;3257;13737827;
POL;CTG;28560;4678;19731994;
POL;CTG;32400;5100;21353751;
POL;CTG;1020;1628;6903391;
POL;CTG;14280;2339;9915517;
POL;CTG;24000;3600;15791976;
PRT;CTG;608;1970;7986920;
PRT;CTG;291;1618;6560929;
PRT;CTG;9980;38995;171061052;
PRT;CTG;1216;4611;19162541;
PRT;CTG;24000;201263;836239179;
PRT;CTG;120000;129326;546711904;
PRT;CTG;264000;321336;1381676719;
PRT;CTG;384000;413651;1746474073;
PRT;CTG;72000;87673;368361369;
PRI;CTG;4214;18966;79894275;
PRI;CTG;4696;26766;112752786;
PRI;CTG;76272;17923;76171462;
PRI;CTG;52000;6916;29133650;
PRI;CTG;17100;20446;86526858;
PRI;CTG;7;6792;28734345;
PRI;CTG;1;7641;32326937;
PRI;CTG;5;44783;189463595;
PRI;CTG;1;9267;39206543;
PRI;CTG;15098;70552;298252087;
PRI;CTG;7088;38836;164178300;
PRI;CTG;52000;6916;29386084;
PRI;CTG;754;2674;11307676;
PRI;CTG;5;1000;4222090;
PRI;CTG;3502;8510;35978470;
PRI;CTG;23;29434;124272997;
PRI;CTG;1;625;2638806;
PRI;CTG;6400;57110;241426242;
PRI;CTG;32;53429;225582046;
PRI;CTG;7023;21590;87520678;
PRI;CTG;5933;26298;109269936;
PRI;CTG;192;1815;7541216;
PRI;CTG;3612;23688;98423215;
PRI;CTG;3262;16968;70501021;
PRI;CTG;38;363;1508243;
PRI;CTG;1143;4446;18735310;
PRI;CTG;2446;5654;23825786;
PRI;CTG;4061;9300;39357321;
PRI;CTG;6039;11975;49759104;
PRI;CTG;2623;16203;65800064;
PRI;CTG;91;219;890133;
PRI;CTG;1476;6335;25725358;
PRI;CTG;126;14551;61317772;
PRI;CTG;10;87;363972;
PRI;CTG;37500;54906;232407197;
PRI;CTG;809200;35180;154325418;
PRI;CTG;204;308;1279887;
PRI;CTG;5838;51075;212215138;
PRI;CTG;13432;66278;287871174;
PRI;CTG;55866;142419;624385770;
PRI;CTG;1296;4110;18029172;
PRI;CTG;22700;91481;388985445;
PRI;CTG;26000;11388;47316456;
PRI;CTG;1266;4620;20124689;
PRI;CTG;17100;14611;62127286;
PRI;CTG;4875;27250;114834053;
PRI;CTG;12030;11741;48785061;
PRI;CTG;411;924;3842779;
PRI;CTG;50;45;197399;
PRI;CTG;18184;35571;156042181;
PRI;CTG;18;90;396554;
PRI;CTG;141;337;1436100;
PRI;CTG;904;22600;99138516;
PRI;CTG;51;257;1130530;
PRI;CTG;17;5;22886;
PRI;CTG;8;20;87188;
PRI;CTG;460800;7262;29924807;
PRI;CTG;23760;38880;163782000;
PRI;CTG;85;1671;7065871;
PRI;CTG;1824;48591;213152897;
PRI;CTG;4;598;2541964;
PRI;CTG;13;2573;10936713;
PRI;CTG;0;2;8454;
PRI;CTG;97250;37323;158209777;
PRI;CTG;82;12949;54673701;
PRI;CTG;100;13892;58653274;
PRI;CTG;4975;71992;300728844;
PRI;CTG;24000;3840;16844774;
PRI;CTG;16518;26594;113001687;
PRI;CTG;24000;5400;23687964;
PRI;CTG;7060;133043;563950804;
PRI;CTG;100;13892;58540471;
PRI;CTG;24588;25715;105965081;
PRI;CTG;44800;62940;266360191;
PRI;CTG;23760;40445;171975780;
PRI;CTG;90240;103188;445175326;
PRI;CTG;375;915;3831114;
PRI;CTG;11900;45989;192560506;
PRI;CTG;21144;34728;146292711;
PRI;CTG;7260;422;1787178;
PRI;CTG;2572;35606;154363405;
PRI;CTG;693;45213;191168005;
PRI;CTG;1;208;876200;
PRI;CTG;23000;26004;109792115;
PRI;CTG;290500;11239;47563110;
PRI;CTG;985;9492;40169859;
PRI;CTG;13560;3779;15976896;
PRI;CTG;58986;14420;61025007;
PRI;CTG;51575;6773;28663132;
PRI;CTG;3644;31153;131838561;
PRI;CTG;1143;107490;452803057;
PRI;CTG;9;8350;35336949;
PRI;CTG;3288;20943;88536765;
PRI;CTG;21000;26124;109381449;
PRI;CTG;6088;42315;178883867;
PRI;CTG;23000;27932;118079499;
PRI;CTG;1143;10028;42393831;
PRI;CTG;15461;20251;84792772;
PRI;CTG;76;22741;96395687;
PRI;CTG;54;14251;60407851;
PRI;CTG;37;4659;19748802;
PRI;CTG;54;31573;133833211;
PRI;CTG;5525;60960;256886771;
PRI;CTG;2;2;8427;
PRI;CTG;47;47;199225;
PRI;CTG;18289;67320;282846999;
PRI;CTG;2389;9658;40578376;
PRI;CTG;2122;9750;40964917;
PRI;CTG;631;5800;24368874;
PRI;CTG;23000;26004;107153467;
PRI;CTG;1;230;966351;
PRI;CTG;1;19000;79829070;
PRI;CTG;2;29500;123945134;
PRI;CTG;1;4700;19747191;
PRI;CTG;3;2550;10713901;
PRI;CTG;1;1100;4621683;
PRI;CTG;2841;15088;63636455;
PRI;CTG;20090;87316;383025604;
PRI;CTG;1226;3640;15967442;
PRI;CTG;4778;21772;92291633;
PRI;CTG;23768;64589;278548299;
PRI;CTG;864;1771;7493256;
PRI;CTG;864;1771;7493256;
PRI;CTG;446;4100;17985306;
PRI;CTG;6400;8356;36657782;
PRI;CTG;9000;8299;36406426;
PRI;CTG;6912;25557;112110396;
PRI;CTG;1080;32688;138992317;
PRI;CTG;3196;14064;58886108;
PRI;CTG;1550;5585;23528497;
PRI;CTG;15024;11374;48364632;
PRI;CTG;22760;27646;116724111;
PRI;CTG;15400;18345;77612909;
PRI;CTG;1250;1626;6881467;
PRI;CTG;5000;13782;58307747;
PRI;CTG;336000;9964;42167518;
PRI;CTG;21430;117245;496985367;
PRI;CTG;0;296;1254699;
PRI;CTG;91000;123268;517914200;
PRI;CTG;16249;58804;247070425;
PRI;CTG;25295;34018;140177723;
PRI;CTG;39720;51636;216950203;
PRI;CTG;63;642;2669548;
PRI;CTG;5128;7031;29680930;
PRI;CTG;21443;113615;480664266;
PRI;CTG;232;20;87150;
PRI;CTG;45;28;118710;
PRI;CTG;20400;23857;101442111;
PRI;CTG;3830;1298;5697744;
PRI;CTG;12314;35398;146600699;
PRI;CTG;2929;6091;26721076;
PRI;CTG;1;1600;6626288;
PRI;CTG;83;1660;6840229;
PRI;CTG;2;120;494474;
PRI;CTG;3;120;494474;
PRI;CTG;24494;36720;155035144;
PRI;CTG;1603;9422;39775625;
PRI;CTG;6;1;4213;
PRI;CTG;18;1;4213;
PRI;CTG;67200;72320;302869644;
PRI;CTG;3206;18844;78044420;
PRI;CTG;55675;840;3554854;
PRI;CTG;22625;22806;100042168;
PRI;CTG;3280;35084;147793540;
PRI;CTG;25424;5274;22358407;
PRI;CTG;820;2236;9419739;
PRI;CTG;3865;31547;132088106;
PRI;CTG;6;270;1133423;
PRI;CTG;3;106;447549;
PRI;CTG;392;2790;11683307;
PRI;CTG;99;659;2759616;
PRI;CTG;40;142;597821;
PRI;CTG;1480;22950;96899920;
PRI;CTG;10029;19507;82466402;
PRI;CTG;353;2418;10127539;
PRI;CTG;25;2497;10458816;
PRI;CTG;41;1249;5230119;
PRI;CTG;338;5122;21447372;
PRI;CTG;540;2389;10002934;
PRI;CTG;156;742;3109357;
PRI;CTG;5914;2565;10829660;
PRI;CTG;17685;40057;169338674;
PRI;CTG;7704;11178;47253765;
PRI;CTG;390;1181;4989243;
PRI;CTG;3312;1063;4452592;
PRI;CTG;25;734;3100702;
PRI;CTG;6480;1029;4347063;
PRI;CTG;216;33480;142359973;
PRI;CTG;21000;15750;66497917;
PRI;CTG;2152;48052;202850200;
PRI;CTG;219;1953;8248300;
PRI;CTG;550;7144;30157610;
PRI;CTG;2687;23051;96514767;
PRI;CTG;18;895;3747918;
PRI;CTG;5;193;808092;
PRI;CTG;33;486;2034970;
PRI;CTG;7;196;822663;
PRI;CTG;389;6076;25442701;
PRI;CTG;18;60;252602;
PRI;CTG;113;1646;6892153;
PRI;CTG;255;17569;72762854;
PRI;CTG;23704;15533;65037998;
PRI;CTG;38400;13440;57431874;
PRI;CTG;90;852;3567876;
PRI;CTG;1;50;213202;
PRI;CTG;4;431;1807155;
PRI;CTG;8;248;1039843;
PRI;CTG;62;914;3829983;
PRI;CTG;48;139;583208;
PRI;CTG;302;910;3813151;
PRI;CTG;147;699;2929399;
PRI;CTG;12218;20491;85798701;
PRI;CTG;5063;18065;75638754;
PRI;CTG;394;133;559552;
PRI;CTG;24000;48600;205451154;
PRI;CTG;23000;45360;191079000;
PRI;CTG;24000;47520;197442748;
PRI;CTG;23040;25600;111600639;
PRI;CTG;23040;25600;103776256;
PRI;CTG;1034;4167;17634915;
PRI;CTG;8583;35649;150868333;
PRI;CTG;3133;9552;40331936;
PRI;CTG;1997;5950;25121435;
PRI;CTG;19170;46850;197427781;
PRI;CTG;10809;42187;177778755;
PRI;CTG;7466;30076;126742817;
PRI;CTG;11167;84035;340657721;
PRI;CTG;19413;43097;180448784;
PRI;CTG;5950;23975;100384820;
PRI;CTG;11287;46333;193997446;
PRI;CTG;22861;28000;117642840;
PRI;CTG;23224;15504;64208730;
PRI;CTG;23040;30720;130006118;
PRI;CTG;28000;23596;99401183;
PRI;CTG;23040;30720;130551091;
PRI;CTG;56000;47596;201207192;
PRI;CTG;7964;9460;41500698;
PRI;CTG;95;250;1100086;
PRI;CTG;3000;12780;56061514;
PRI;CTG;9717;16901;68514016;
PRI;CTG;63;1993;8083116;
PRI;CTG;382890;15220;61702240;
PRI;CTG;23040;26880;113470963;
PRI;CTG;23040;30720;124531507;
PRI;CTG;13512;146819;608044048;
PRI;CTG;504;1763;7304447;
PRI;CTG;40295;12228;50645423;
PRI;CTG;164;5501;22671156;
PRI;CTG;44;1260;5192970;
PRI;CTG;165;4802;19788865;
PRI;CTG;315;10220;42115868;
PRI;CTG;28;1108;4568943;
PRI;CTG;70768;117859;498775836;
PRI;CTG;23040;26880;113755353;
PRI;CTG;23040;30720;130006118;
PRI;CTG;3857;15914;64627459;
PRI;CTG;214648;369700;1564562483;
PRI;CTG;860;1446;6119809;
PRI;CTG;10984;19583;85904489;
PRI;CTG;5657;61275;268795574;
PRI;CTG;27;0;487;
GBR;CTG;38354;203397;864236444;
GBR;CTG;72000;88832;371081009;
GBR;CTG;17527;78836;333240872;
GBR;CTG;23300;31455;127511020;
GBR;CTG;15719;75909;318867905;
GBR;CTG;8702;42424;186100541;
GBR;CTG;19251;73923;309519857;
GBR;CTG;24000;24719;108436129;
GBR;CTG;24000;65424;278035789;
GBR;CTG;17547;108315;446327098;
GBR;CTG;9800;45287;186612660;
GBR;CTG;3;51480;212129517;
GBR;CTG;84;903;3670340;
GBR;CTG;464;1902;7725322;
GBR;CTG;590;1947;7906436;
GBR;CTG;8340;75641;320634286;
GBR;CTG;14210;46924;205840511;
GBR;CTG;4858;11658;49418208;
GBR;CTG;5280;8960;37982808;
GBR;CTG;9;187;793512;
GBR;CTG;1400;6503;26365614;
GBR;CTG;18000;80078;324619749;
GBR;CTG;1344;7725;31942096;
GBR;CTG;743;5814;24646030;
GBR;CTG;2857;23014;97552893;
GBR;CTG;875;3117;13214614;
GBR;CTG;284;1116;4730556;
GBR;CTG;1823;8012;33964718;
GBR;CTG;284;1116;4730556;
GBR;CTG;142;1954;8285086;
GBR;CTG;2500;9850;41752672;
GBR;CTG;500;2195;9632973;
GBR;CTG;900;5388;23635806;
GBR;CTG;1000;4907;21526217;
GBR;CTG;619;2556;11215373;
GBR;CTG;14450;81461;357345965;
GBR;CTG;700;4465;19588849;
GBR;CTG;1300;3900;16385966;
GBR;CTG;1300;6070;25012163;
GBR;CTG;18650;74891;308600566;
GBR;CTG;5892;277899;1175682458;
GBR;CTG;80;1212;5129614;
GBR;CTG;34488;227977;977498883;
GBR;CTG;22000;145392;617770608;
GBR;CTG;26553;175676;728204387;
GBR;CTG;210;39750;168166747;
GBR;CTG;200;1360;5778640;
GBR;CTG;500;8125;34548231;
GBR;CTG;21550;396582;1686304482;
GBR;CTG;4320;1130;4746301;
GBR;CTG;8904;19582;82261699;
GBR;CTG;4200;13637;57352264;
GBR;CTG;164478;25833;108397532;
GBR;CTG;2084;6549;27226721;
GBR;CTG;2764;6914;29051059;
GBR;CTG;39895;173357;714338321;
GBR;CTG;2804;24691;104664794;
GBR;CTG;7035;37385;157484312;
GBR;CTG;329840;693280;2990179473;
GBR;CTG;141120;296369;1245665163;
GBR;CTG;185500;146011;611652895;
GBR;CTG;19975;44670;187034616;
CZE;CTG;16544;50896;206320817;
CZE;CTG;56;2700;11770379;
DOM;CTG;1300;12373;52345337;
DOM;CTG;1;8651;36614623;
DOM;CTG;336;2291;10052250;
DOM;CTG;282;1106;4854672;
DOM;CTG;1343;7223;31687389;
DOM;CTG;15891;85818;376458423;
DOM;CTG;233830;155227;642864280;
DOM;CTG;8850;19529;82780501;
DOM;CTG;407;92104;390107311;
DOM;CTG;336;87342;367035235;
DOM;CTG;60;15984;64797732;
DOM;CTG;375;2141;8996526;
DOM;CTG;240;2716;11414716;
DOM;CTG;3000;14130;58709302;
DOM;CTG;120;1128;4739325;
DOM;CTG;60;1141;4794786;
DOM;CTG;1250;1522;6325896;
DOM;CTG;5;240;1009417;
DOM;CTG;135;1573;6611107;
DOM;CTG;180;2237;9402015;
DOM;CTG;2000;7167;29782568;
DOM;CTG;22;31018;130708921;
DOM;CTG;108;29074;119805707;
DOM;CTG;104000;16016;66545519;
DOM;CTG;370;80397;337791667;
DOM;CTG;871;222401;934425061;
DOM;CTG;996;4479;18874371;
DOM;CTG;5000;29000;117559040;
DOM;CTG;500;2650;10742464;
DOM;CTG;15080;50224;212893697;
DOM;CTG;9200;25098;101743376;
DOM;CTG;15000;69600;295023960;
DOM;CTG;368;3567;15161690;
DOM;CTG;11;99;433542;
DOM;CTG;3579;32169;140239849;
DOM;CTG;172;681;2822798;
DOM;CTG;703;4957;20529896;
DOM;CTG;520;3985;16504426;
DOM;CTG;75000;26250;113856487;
DOM;CTG;104000;16016;70256746;
DOM;CTG;762;9970;40416797;
DOM;CTG;2400;10776;45677847;
DOM;CTG;26000;7306;30969038;
DOM;CTG;8000;8544;36216734;
DOM;CTG;12000;38155;161733321;
DOM;CTG;5480;36358;156806596;
DOM;CTG;110212;11332;48158563;
DOM;CTG;490600;18154;76953947;
DOM;CTG;424100;19770;83802742;
DOM;CTG;33763;27210;119364747;
DOM;CTG;10986;10588;46450167;
DOM;CTG;235000;12360;54219117;
DOM;CTG;466;40154;170642855;
DOM;CTG;1828;2696;10929504;
DOM;CTG;1472;3263;13230215;
DOM;CTG;464;827;3354445;
DOM;CTG;2280;11910;50614046;
DOM;CTG;72;720;3059791;
DOM;CTG;1033;226433;967144162;
DOM;CTG;579;155654;664850738;
DOM;CTG;1;29350;121550970;
DOM;CTG;120;496;2177713;
DOM;CTG;1;21240;93172658;
DOM;CTG;2440;7925;34768228;
DOM;CTG;19;178;758148;
DOM;CTG;7;2;8697;
DOM;CTG;5;0;3106;
DOM;CTG;2;2;8282;
DOM;CTG;375;2141;8867836;
DOM;CTG;132;1494;6188290;
DOM;CTG;38640;42768;174808981;
DOM;CTG;8600;25267;104119537;
DOM;CTG;45080;110675;450172964;
DOM;CTG;156;213;937516;
DOM;CTG;282;1887;7777423;
DOM;CTG;321;2348;9678635;
DOM;CTG;572;5489;22620555;
DOM;CTG;11;167;689379;
DOM;CTG;14890;125336;532361200;
DOM;CTG;5702;26488;109149454;
DOM;CTG;12220;47764;196906019;
DOM;CTG;130000;31685;134081794;
DOM;CTG;125;1147;4750220;
DOM;CTG;36;501;2075353;
DOM;CTG;99;1250;5449642;
DOM;CTG;16740;13372;56150957;
DOM;CTG;318;650;2853610;
DOM;CTG;1336;6281;27382045;
DOM;CTG;386;2869;12511303;
DOM;CTG;144;1468;6443126;
DOM;CTG;60;124;503476;
DOM;CTG;73;16519;69408855;
DOM;CTG;240;64492;270681960;
DOM;CTG;36;5;23487;
DOM;CTG;21;41;169645;
DOM;CTG;3;4;19572;
DOM;CTG;10;150;608064;
DOM;CTG;60;17092;69408518;
DOM;CTG;9680;27592;113699690;
DOM;CTG;380;3024;12767600;
DOM;CTG;1000;8916;37885188;
DOM;CTG;679;11488;47340402;
DOM;CTG;5000;21185;90018209;
DOM;CTG;982;1638;6959862;
DOM;CTG;4608;6912;29369088;
DOM;CTG;50000;17500;74357500;
DOM;CTG;50;753;3106700;
DOM;CTG;1776;3516;14846895;
DOM;CTG;35;3352;13814790;
DOM;CTG;80;9035;37231285;
DOM;CTG;77;1432;5902293;
DOM;CTG;171;6880;28352173;
DOM;CTG;436;10209;42070417;
DOM;CTG;20;1524;6281308;
DOM;CTG;8000;2164;8917021;
DOM;CTG;460;4632;19682302;
DOM;CTG;20000;70;288443;
DOM;CTG;50;338;1436416;
DOM;CTG;2458;14444;61227051;
DOM;CTG;8;80;340633;
DOM;CTG;158;668;2834476;
DOM;CTG;1053;1572;6479221;
DOM;CTG;2208;4956;20423482;
DOM;CTG;464;837;3452173;
DOM;CTG;49;469;1996222;
DOM;CTG;35;2895;11932161;
DOM;CTG;17200;14081;59794421;
DOM;CTG;400;769;3269520;
DOM;CTG;11140;85540;347363398;
DOM;CTG;7809;47314;194965075;
DOM;CTG;115;4010;16525128;
DOM;CTG;888;189674;801828422;
DOM;CTG;1587;406980;1714664855;
DOM;CTG;1;3270;13588814;
DOM;CTG;30;2589;10513488;
DOM;CTG;3;44660;189898339;
DOM;CTG;15;16495;70138224;
DOM;CTG;140;387;1647082;
DOM;CTG;32229;89379;379774642;
DOM;CTG;2060;15311;65058988;
DOM;CTG;63200;156021;661351141;
DOM;CTG;8532;57937;249432930;
DOM;CTG;930;15018;65686027;
DOM;CTG;3480;2977;12732890;
DOM;CTG;70;517;2269219;
DOM;CTG;60;156;663803;
DOM;CTG;360;840;3684794;
DOM;CTG;30;151;643457;
DOM;CTG;4;61078;266263433;
DOM;CTG;600;16348;70154402;
DOM;CTG;330;12135;53236067;
DOM;CTG;10;50;211942;
DOM;CTG;25;170;723995;
DOM;CTG;16;319848;1329288948;
DOM;CTG;3;163016;675120636;
DOM;CTG;99161;176428;746642150;
DOM;CTG;3;55313;227927562;
DOM;CTG;6;31705;130646441;
DOM;CTG;79143;180671;750678037;
DOM;CTG;108840;8452;35920673;
DOM;CTG;372076;31542;134048007;
DOM;CTG;623700;17151;72889963;
DOM;CTG;1015;2689;11382941;
DOM;CTG;1392;3035;12844155;
DOM;CTG;5147;14338;60681117;
DOM;CTG;386;2716;11496400;
DOM;CTG;649675;66837;284199022;
DOM;CTG;190000;12114;51513219;
DOM;CTG;25000;678;2883554;
DOM;CTG;186600;49068;208644528;
DOM;CTG;177600;36086;153442790;
DOM;CTG;12000;32442;136973466;
DOM;CTG;20410;11500;47387130;
DOM;CTG;2;240962;1024018621;
DOM;CTG;2396;28674;121047429;
DOM;CTG;459;24097;101724945;
DOM;CTG;497;19631;82872217;
DOM;CTG;2050;13730;57961795;
DOM;CTG;8000;60018;248560345;
DOM;CTG;18750;4687;19815890;
DOM;CTG;16400;2864;12107244;
DOM;CTG;32728;167772;705980368;
DOM;CTG;1759700;230861;992652657;
DOM;CTG;150000;27120;118966219;
DOM;CTG;657;3894;16441723;
DOM;CTG;2091;10303;43493107;
DOM;CTG;816;4333;18294364;
DOM;CTG;5;36;152096;
DOM;CTG;3;19;81515;
DOM;CTG;1070;14379;61107939;
DOM;CTG;3243;17229;72743317;
DOM;CTG;15000;32610;138559890;
DOM;CTG;58;3062;12435885;
DOM;CTG;140;864;3508557;
DOM;CTG;111;3896;15824242;
DOM;CTG;3201;11645;49058648;
DOM;CTG;21;959;4079211;
DOM;CTG;11355;31444;133702718;
DOM;CTG;1;538;2290168;
DOM;CTG;120;620;2636520;
DOM;CTG;2614111;80833;343519559;
DOM;CTG;63348;21173;91719950;
DOM;CTG;65165;76515;333562852;
DOM;CTG;5;11;45645;
DOM;CTG;80;105;462353;
DOM;CTG;32;461;1948340;
DOM;CTG;780;268;1086569;
DOM;CTG;4376;1593;6459180;
DOM;CTG;2;134;570311;
DOM;CTG;1604;146;595821;
DOM;CTG;5;41;177000;
DOM;CTG;1500;137;558243;
DOM;CTG;2558;17212;71284363;
DOM;CTG;54;110;467468;
DOM;CTG;20;30;130483;
DOM;CTG;186;326;1379254;
DOM;CTG;2218;2720;11483067;
DOM;CTG;7;8;35670;
DOM;CTG;150;169;713499;
DOM;CTG;39;59;252354;
DOM;CTG;134400;57926;245064007;
DOM;CTG;40000;75320;320088157;
DOM;CTG;3626;27744;117604519;
DOM;CTG;20686;30503;133806290;
DOM;CTG;254;5662;24062197;
DOM;CTG;29;87;360304;
DOM;CTG;42392;36677;155869163;
DOM;CTG;35;1083;4604178;
DOM;CTG;260;5179;22010098;
DOM;CTG;43;2242;9528572;
DOM;CTG;65;3953;16803310;
DOM;CTG;10;116;496791;
DOM;CTG;21;559;2377840;
DOM;CTG;40;1260;5358714;
DOM;CTG;1650;2624;11104689;
DOM;CTG;54;25700;112737600;
DOM;CTG;16;2399;10525220;
DOM;CTG;2;45008;182451630;
DOM;CTG;300;2388;10148307;
DOM;CTG;20;341;1498483;
DOM;CTG;100;890;3758936;
DOM;CTG;459;3991;16851366;
DOM;CTG;620;7722;32601246;
DOM;CTG;60;1783;7530031;
DOM;CTG;212;2577;10880041;
DOM;CTG;2320;3265;13525082;
DOM;CTG;500;3752;15944911;
DOM;CTG;300;732;3110787;
DOM;CTG;100;322;1368406;
DOM;CTG;5;22;94598;
DOM;CTG;4;287;1222726;
DOM;CTG;5;85;361225;
DOM;CTG;10200;2449;9927860;
DOM;CTG;13548;11699;49630766;
DOM;CTG;3339;61806;271124408;
DOM;CTG;11064;86682;380245207;
DOM;CTG;5037;40854;179216029;
DOM;CTG;726;15606;68461593;
DOM;CTG;34;10260;45007131;
DOM;CTG;1140;24426;107151189;
DOM;CTG;753;21137;92724341;
DOM;CTG;160;6258;27453472;
DOM;CTG;750;4462;19575470;
DOM;CTG;2;0;324;
DOM;CTG;3;0;1461;
DOM;CTG;54;16;70584;
DOM;CTG;18;126;552161;
DOM;CTG;0;0;850;
DOM;CTG;2;0;850;
DOM;CTG;58;227;961672;
DOM;CTG;830;5810;24496106;
DOM;CTG;700;6887;27969250;
DOM;CTG;1400;950;4020540;
DOM;CTG;500;979;4143267;
DOM;CTG;6200;25462;107755097;
DOM;CTG;58;186;790362;
DOM;CTG;9;36;155313;
DOM;CTG;16;665;2817434;
DOM;CTG;983;9199;38786799;
DOM;CTG;112;7249;30681274;
DOM;CTG;1294;4988;21110632;
DOM;CTG;4;119;503858;
DOM;CTG;8;7;33771;
DOM;CTG;2;563;2384461;
DOM;CTG;1;217122;922551378;
DOM;CTG;1;9600;39887423;
DOM;CTG;1;252;1066794;
DOM;CTG;2;553;2342437;
DOM;CTG;1;939;3977501;
DOM;CTG;1;444;1879375;
DOM;CTG;3;608;2575661;
DOM;CTG;8;24938;105538306;
DOM;CTG;100;3327;14083149;
DOM;CTG;8;96631;401496007;
DOM;CTG;2;202;854984;
DOM;CTG;16;1037;4392657;
DOM;CTG;24;5486;23220777;
DOM;CTG;9849;70072;296544209;
DOM;CTG;12;47;202626;
DOM;CTG;240;636;2704329;
DOM;CTG;240;1512;6433242;
DOM;CTG;7550;8857;37661271;
DOM;CTG;5508;8385;35654284;
DOM;CTG;1500;3120;13266520;
DOM;CTG;2864;21451;91213113;
DOM;CTG;2412;892;3794735;
DOM;CTG;6030;3154;13415003;
DOM;CTG;125;3700;15373277;
DOM;CTG;28973;138374;585038647;
DOM;CTG;24400;48019;203215813;
DOM;CTG;51;936;3860526;
DOM;CTG;3420;442;1836483;
DOM;CTG;509;10684;44025322;
DOM;CTG;150;6393;26346626;
DOM;CTG;434;19183;79046553;
DOM;CTG;101;6721;27697159;
DOM;CTG;337;6894;28411221;
DOM;CTG;133;6369;26246124;
DOM;CTG;263;10439;43015275;
DOM;CTG;6175;116425;494691949;
DOM;CTG;1575;15362;65275220;
DOM;CTG;2519;59999;247237076;
DOM;CTG;4585;34450;141957666;
DOM;CTG;149;592;2504521;
DOM;CTG;300;1877;7734403;
DOM;CTG;267;8386;35480856;
DOM;CTG;557;2207;9339663;
DOM;CTG;668;2646;11195124;
DOM;CTG;26;658;2712851;
DOM;CTG;3704;27502;113325868;
DOM;CTG;962;212398;875212641;
DOM;CTG;4011;13405;56597454;
DOM;CTG;28;199;846230;
DOM;CTG;1;24348;100329432;
DOM;CTG;35;9181;37834255;
DOM;CTG;29;7713;32773089;
DOM;CTG;2;181;770598;
DOM;CTG;1920;31654;134498525;
DOM;CTG;14;25625;108882579;
DOM;CTG;23;83080;353006920;
DOM;CTG;4;14504;61230670;
DOM;CTG;6;2;10136;
DOM;CTG;2000;29590;129801269;
DOM;CTG;4500;34470;145511313;
DOM;CTG;720;1908;8317735;
DOM;CTG;2160;1718;7491192;
DOM;CTG;15136;13946;60799331;
DOM;CTG;6882;9626;41965328;
DOM;CTG;720;1578;6879133;
DOM;CTG;19914;17036;74270574;
DOM;CTG;28000;12020;50953011;
DOM;CTG;20200;47895;197358001;
DOM;CTG;12000;29700;120396672;
DOM;CTG;23600;39677;172968785;
DOM;CTG;60000;75171;317326107;
DOM;CTG;23924;124003;543961895;
DOM;CTG;27373;63215;268807557;
DOM;CTG;134720;49632;217722218;
DOM;CTG;134444;50369;216527165;
DOM;CTG;24000;68815;299992111;
DOM;CTG;1358;9474;41563384;
DOM;CTG;45150;15292;64442262;
DOM;CTG;23500;2675;11272664;
DOM;CTG;24333;111615;489619512;
DOM;CTG;59993;64510;277399717;
DOM;CTG;1;3112;13029975;
DOM;CTG;128850;144186;612647503;
DOM;CTG;148420;204588;869442304;
DOM;CTG;13756;32708;132591963;
DOM;CTG;13000;8291;33611142;
DOM;CTG;1573;171590;752708744;
DOM;CTG;15000;2844;11907856;
DOM;CTG;108;31486;133249161;
DOM;CTG;108000;156949;666989434;
DOM;CTG;26000;33189;141020061;
DOM;CTG;20915;99505;422800186;
DOM;CTG;1384;4381;18618268;
DOM;CTG;1253;3815;16209935;
DOM;CTG;15000;113480;479726330;
DOM;CTG;361;16536;68141868;
DOM;CTG;3552;15340;63213607;
DOM;CTG;33;2076;8554407;
DOM;CTG;172;9078;37407400;
DOM;CTG;161224;62966;266184290;
DOM;CTG;203;2776;11799218;
DOM;CTG;550;4860;20650140;
DOM;CTG;75750;13826;56973051;
DOM;CTG;1429;6664;28316100;
DOM;CTG;71670;85541;358112523;
DOM;CTG;6061;23422;95113897;
DOM;CTG;1503;26503;107624867;
DOM;CTG;107840;36985;156469957;
DOM;CTG;3849;4471;18423704;
DOM;CTG;19;244;992872;
DOM;CTG;77920;87220;382606283;
